Waterbody Type,Constituent Group,Constituent,TADA.Constituent,Fraction,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Other Requirements,Listing methodology,Notes,Min_Assess_Period_Yrs,Min_Num_Pts
Freshwater,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Hexachloro-benzene,HEXACHLOROBENZENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Hexachloro-cyclopentadiene,HEXACHLOROCYCLOPENTADIENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Hexachloro-cyclopentadiene,HEXACHLOROCYCLOPENTADIENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Hexachloro-cyclopentadiene,HEXACHLOROCYCLOPENTADIENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Lindane (gamma-BHC),LINDANE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Lindane (gamma-BHC),LINDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Lindane (gamma-BHC),LINDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Lithium,LITHIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Malathion,MALATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Malathion,MALATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Methoxychlor,METHOXYCHLOR,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Methoxychlor,METHOXYCHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Methoxychlor,METHOXYCHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Methyl Bromide,METHYL BROMIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Methyl Bromide,METHYL BROMIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Methyl-4, 6-dinitrophenol, 2-","4,6-DINITRO-O-CRESOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Methyl-4, 6-dinitrophenol, 2-","4,6-DINITRO-O-CRESOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Methylene Chloride (Dichloromethane),METHYLENE CHLORIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Mirex,MIREX,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Mirex,MIREX,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Molybdenum,MOLYBDENUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Monochloro-benzene,CHLOROBENZENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Nitrobenzene,NITROBENZENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Nitrobenzene,NITROBENZENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Oxamyl (Vydate),OXAMYL,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Parathion,PARATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Parathion,PARATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Pentachloro-benzene,PENTACHLOROBENZENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Pentachloro-benzene,PENTACHLOROBENZENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Pentachloro-phenol,PENTACHLOROPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Phenol,PHENOL,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Phenol,PHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Picloram,PICLORAM,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Polychlorinated Biphenyls (PCBs),POLYCHLORINATED BIPHENYLS,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Polychlorinated Biphenyls (PCBs),POLYCHLORINATED BIPHENYLS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Polychlorinated Biphenyls (PCBs),POLYCHLORINATED BIPHENYLS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Pyrene,PYRENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Pyrene,PYRENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Radium-226 and -228 (combined),RADIUM-226/228,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Simazine,SIMAZINE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Styrene,STYRENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Tetrachloro-ethylene,TETRACHLOROETHYLENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Thallium,THALLIUM,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Thallium,THALLIUM,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Thallium,THALLIUM,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Toluene,TOLUENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Toluene,TOLUENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Toluene,TOLUENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Total Trihalomethanes,"TRIHALOMETHANES (FOUR), TOTAL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Toxaphene,TOXAPHENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Toxaphene,TOXAPHENE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Freshwater,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Marine,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,"15 results required for existing impaired, to determine attainment",CALM,,2,5
Marine,Toxics,Tributyltin (TBT),TRIBUTYLIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,,CALM,,2,10
Freshwater,Toxics,"Trichlorobenzene 1, 2, 4-","1,2,4-TRICHLOROBENZENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Trichlorobenzene 1, 2, 4-","1,2,4-TRICHLOROBENZENE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Trichlorobenzene 1, 2, 4-","1,2,4-TRICHLOROBENZENE",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Trichloroethane 1, 1, 1-","1,1,1-TRICHLOROETHANE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Trichloroethane 1, 1, 2-","1,1,2-TRICHLOROETHANE",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Trichloro-ethylene,TRICHLOROETHYLENE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Trichlorophenol 2, 4, 5-","2,4,5-TRICHLOROPHENOL",Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"Trichlorophenol 2, 4, 5-","2,4,5-TRICHLOROPHENOL",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,"(Trichloro-phenoxy 2, 4, 5-TP)-Proprionic Acid (2, 4, 5-TP)",SILVEX,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Tritium,TRITIUM,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Uranium,URANIUM,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Vanadium,VANADIUM,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,Vinyl Chloride,VINYL CHLORIDE,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,"15 results required for existing impaired, to determine attainment",CALM,,2,10
Freshwater,Toxics,beta-Endosulfan,BETA-ENDOSULFAN-D4,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,beta-Endosulfan,BETA-ENDOSULFAN-D4,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Chlordane,CHLORDANE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Chloropyrifos,CHLORPYRIFOS,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,"DDT, 4,4'-","P,P'-DDT",Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Demeton,DEMETON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Demeton,DEMETON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Diazinon,DIAZINON,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Dieldrin,DIELDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Endrin,ENDRIN,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Guthion,AZINPHOS-METHYL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Guthion,AZINPHOS-METHYL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Heptachlor,HEPTACHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Heptachlor Epoxide,HEPTACHLOR EPOXIDE,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Malathion,MALATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Malathion,MALATHION,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Methoxychlor,METHOXYCHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Methoxychlor,METHOXYCHLOR,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Mirex,MIREX,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Marine,Toxics,Mirex,MIREX,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
Freshwater,Toxics,Nonylphenol,NONYLPHENOL,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,"18 results required for existing impaired, to determine attainment",CALM,,2,18
