AUID_ATTNS,MonitoringLocationTypeName,AU_Type,TADA.CharacteristicName,TADA.ResultMeasure.MeasureUnitCode,TADA.ResultSampleFractionText_new,n_Samples,n_SampDates,n_WaterYears,Waterbody Type,Fraction,Use,Use Description,Type,Minimum Assessment Period,Minimum number of data points,Min_Assess_Period_Yrs,Min_Num_Pts,Min_Period_Pass,Min_Data_Pass,Data_Sufficient,Hardness_Dependency
AK_R_2040108_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,,27,14,2,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,,27,14,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,,27,14,2,Freshwater,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_009,River/Stream,River,FECAL COLIFORM,MPN/100ML,,27,14,2,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,BARIUM,UG/L,DISSOLVED,12,6,1,Freshwater,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,DISSOLVED,2,1,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness data available to assess data sufficiency.
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,DISSOLVED,2,1,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness data available to assess data sufficiency.
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,DISSOLVED,2,1,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness data available to assess data sufficiency.
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,DISSOLVED,2,1,1,Freshwater,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,COPPER,UG/L,DISSOLVED,2,1,1,Freshwater,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,30,20,2,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,30,20,2,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,30,20,2,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,30,20,2,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,30,20,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,30,20,2,Freshwater streams and rivers,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,ESCHERICHIA COLI,CFU/100ML,,10,10,2,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,CFU/100ML,,10,10,2,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,MPN/100ML,,10,10,2,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,MPN/100ML,,10,10,2,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,MPN/100ML,,10,10,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,MPN/100ML,,10,10,2,Freshwater,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,FECAL COLIFORM,MPN/100ML,,10,10,2,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,IRON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,IRON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,IRON,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,MANGANESE,UG/L,DISSOLVED,6,4,1,Freshwater,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,MANGANESE,UG/L,DISSOLVED,6,4,1,Freshwater,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,MANGANESE,UG/L,DISSOLVED,6,4,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,PH,SU,,88,20,2,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,PH,SU,,88,20,2,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,PH,SU,,88,20,2,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,PH,SU,,88,20,2,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,PH,SU,,88,20,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,PH,SU,,88,20,2,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,PH,SU,,88,20,2,Freshwater,,WATER SUPPLY,INDUSTRIAL,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,TOTAL DISSOLVED SOLIDS,MG/L,,14,10,1,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,TOTAL DISSOLVED SOLIDS,MG/L,,14,10,1,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,TOTAL DISSOLVED SOLIDS,MG/L,,14,10,1,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,TOTAL DISSOLVED SOLIDS,MG/L,,14,10,1,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,TURBIDITY,NTU,,18,11,2,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,TURBIDITY,NTU,,18,11,2,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,TURBIDITY,NTU,,18,11,2,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,TURBIDITY,NTU,,18,11,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,TURBIDITY,NTU,,18,11,2,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,20 days,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,DISSOLVED,10,7,2,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,DISSOLVED,10,7,2,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,DISSOLVED,10,7,2,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,DISSOLVED,10,7,2,Freshwater,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,DISSOLVED,10,7,2,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_2040108_022,River/Stream,River,ZINC,UG/L,DISSOLVED,10,7,2,Freshwater,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,BENZENE,UG/L,,40,8,2,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,PH,SU,,318,53,1,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,PH,SU,,318,53,1,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,PH,SU,,318,53,1,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,PH,SU,,318,53,1,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,PH,SU,,318,53,1,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,PH,SU,,318,53,1,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,PH,SU,,318,53,1,Freshwater,,WATER SUPPLY,INDUSTRIAL,,2 years,10,2,10,No,Yes,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,TOTAL AROMATIC HYDROCARBONS,UG/L,TOTAL,8,8,2,Freshwater,Total,WATER SUPPLY,AQUACULTURE,,2 years,20,2,20,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,TURBIDITY,NTU,,347,57,2,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,TURBIDITY,NTU,,347,57,2,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,TURBIDITY,NTU,,347,57,2,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,TURBIDITY,NTU,,347,57,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_003,River/Stream,River,TURBIDITY,NTU,,347,57,2,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,DISSOLVED,8,8,2,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,DISSOLVED,8,8,2,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,Yes,Yes,Yes,Hardness data available to assess data sufficiency.
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,DISSOLVED,8,8,2,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,Yes,No,No,Hardness data available to assess data sufficiency.
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,DISSOLVED,8,8,2,Freshwater,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,COPPER,UG/L,DISSOLVED,8,8,2,Freshwater,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,15,15,2,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,15,15,2,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,15,15,2,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,15,15,2,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,15,15,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,DISSOLVED OXYGEN (DO),MG/L,,15,15,2,Freshwater streams and rivers,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,ESCHERICHIA COLI,CFU/100ML,,10,10,2,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 water years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,CFU/100ML,,7,7,2,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,CFU/100ML,,7,7,2,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,CFU/100ML,,7,7,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,CFU/100ML,,7,7,2,Freshwater,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,CFU/100ML,,7,7,2,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,,7,7,2,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,,7,7,2,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,,7,7,2,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,,7,7,2,Freshwater,,WATER SUPPLY,INDUSTRIAL,,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,FECAL COLIFORM,MPN/100ML,,7,7,2,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 water years,10,2,10,Yes,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,PH,SU,,146,47,3,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,PH,SU,,146,47,3,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,PH,SU,,146,47,3,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,PH,SU,,146,47,3,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,PH,SU,,146,47,3,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,PH,SU,,146,47,3,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,PH,SU,,146,47,3,Freshwater,,WATER SUPPLY,INDUSTRIAL,,2 years,10,2,10,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,SELENIUM,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,SELENIUM,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,SELENIUM,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,TOTAL DISSOLVED SOLIDS,MG/L,,9,9,1,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,TOTAL DISSOLVED SOLIDS,MG/L,,9,9,1,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,TOTAL DISSOLVED SOLIDS,MG/L,,9,9,1,Freshwater,,WATER SUPPLY,"AGRICULTURE, INCLUDING IRRIGATION AND STOCK WATERING",,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,TOTAL DISSOLVED SOLIDS,MG/L,,9,9,1,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,10,2,10,No,No,No,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,TURBIDITY,NTU,,129,47,3,Freshwater,,WATER RECREATION,CONTACT RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,TURBIDITY,NTU,,129,47,3,Freshwater,,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,TURBIDITY,NTU,,129,47,3,Freshwater,,WATER RECREATION,SECONDARY RECREATION,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,TURBIDITY,NTU,,129,47,3,Freshwater,,WATER SUPPLY,AQUACULTURE,,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,TURBIDITY,NTU,,129,47,3,Freshwater,,WATER SUPPLY,"DRINKING, CULINARY, AND FOOD PROCESSING",,2 years,20 days,2,20,Yes,Yes,Yes,Hardness dependency not applicable.
AK_R_2050512_016_005,River/Stream,River,ZINC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Acute,2 years,5,2,5,No,No,No,Hardness data available to assess data sufficiency.
AK_R_2050512_016_005,River/Stream,River,ZINC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,10,2,10,No,No,No,Hardness data available to assess data sufficiency.
AK_R_2050512_016_005,River/Stream,River,ZINC,UG/L,DISSOLVED,1,1,1,Freshwater,Dissolved,"GROWTH AND PROPAGATION OF FISH, SHELLFISH, OTHER AQUATIC LIFE AND WILDLIFE",,Chronic,2 years,18,2,18,No,No,No,Hardness data available to assess data sufficiency.
